Codice|CAM|Tipologia / Famiglia|Capitolo|Voce|Articolo|Unità di misura|Prezzo senza S. G.|Prezzo|Utili di impresa|Spese generali|Di cui oneri di sicurezza afferenti l'impresa|Di cui oneri di sicurezza afferenti l'impresa %|Incidenza Manodopera indiretta sul totale|Manodopera|Incidenza Manodopera diretta sul totale|Manodopera|Incidenza Oneri di sicurezza sul totale|Scostamento % senza S. G.2025|Scostamento % su anno 2025
"CAM26_A00.030.308.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Analisi termica differenziale e analisi termogravimetria"|"Esecuzione di un’analisi termica differenziale (DTA) ed analisi termogravimetria (GTA)  per lo studio dei materiali organici (leganti, adesivi, vernici, stucchi, ecc.) e la caratterizzazione dei minerali.  E'  inoltre  particolarmente  utile  per  l'analisi  di  minerali  argillosi.  Deve  essere  fornita  interpretazione dei dati, relativo grafico e tabella dei risultati ottenuti"|"cad"|"270.60825"|"348.27"|"31.66117"|"46.00340"|"2.30017"|"5,00"|"70,76"|"246.45508"|"70,76"|"246.45508"|"0,66"|""|""
"CAM26_A00.030.309.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Porosimetria a mercurio"|"Porosimetria  a  mercurio:  esecuzione  di  una  misurazione  della  porosità  aperta  totale,  della distribuzione del volume dei pori in funzione del raggio e della densità apparente mediante porosimetro a mercurio per la valutazione della meso, macro e megaporosità (Raccomandazione NorMaL 4/80). Deve essere fornita relativa interpretazione dei risultati, relativi grafici delle curve di  immissione del mercurio e istogrammi di frequenza"|"ml"|"453.26880"|"583.36"|"53.03245"|"77.05570"|"3.85279"|"5,00"|"70,76"|"412.81226"|"70,76"|"412.81226"|"0,66"|""|""
"CAM26_A00.030.310.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Anali microchimica"|"Analisi microchimica dei leganti organici: esecuzione di saggi  microchimici per l'individuazione qualitativa delle principali classi di riferimento dei leganti organici: poliammidici (es. proteine quali colle animali, uova, latte, ecc), polisaccaridi (es. zuccheri, miele, farina, ecc), resine naturali (es. dammar, sandracca, ecc) e saponificabili (es. olii e cere, ecc). Deve essere fornita relativa tabella  ed interpretazione dei risultati ottenuti"|"cad"|"115.00850"|"148.02"|"13.45600"|"19.55145"|"0.97757"|"5,00"|"70,76"|"104.74341"|"70,76"|"104.74341"|"0,66"|""|""
"CAM26_A00.030.311.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Spettrofotometria FT/IR"|"Spettrofotometria  FT/IR:  esecuzione di un’analisi qualitativa  e semi-quantitativa delle sostanze organiche  ed  inorganiche  mediante  spettrofotometria  all'infrarosso  in  trasformata  di  Fourier (FT/IR). Deve essere fornita relativa interpretazione dei risultati ottenuti, tabella di abbondanza  semi-quantitativa e grafico di assorbanza o trasmittanza"|"cad"|"202.95619"|"261.20"|"23.74587"|"34.50255"|"1.72513"|"5,00"|"70,76"|"184.84131"|"70,76"|"184.84131"|"0,66"|""|""
"CAM26_A00.030.312.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Spettrofotometria FT/IR in Micro-Hatr"|"Spettrofotometria FT/IR in Micro-HATR: esecuzione di un’analisi qualitativa e semi-quantitativa delle   sostanze   organiche   ed   inorganiche   su   sezione   lucida   mediante   spettrofotometria all'infrarosso in trasformata  di Fourier  (FT/IR).  Deve essere fornita relativa interpretazione dei risultati ottenuti, tabella di abbondanza semi-quantitativa e grafico di assorbanza o trasmittanza  Previsti su sezione già fornita"|"cad"|"270.60825"|"348.27"|"31.66117"|"46.00340"|"2.30017"|"5,00"|"70,76"|"246.45508"|"70,76"|"246.45508"|"0,66"|""|""
"CAM26_A00.030.312.B"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Spettrofotometria FT/IR in Micro-Hatr"|"Spettrofotometria FT/IR in Micro-HATR: esecuzione di un’analisi qualitativa e semi-quantitativa delle   sostanze   organiche   ed   inorganiche   su   sezione   lucida   mediante   spettrofotometria all'infrarosso in trasformata  di Fourier  (FT/IR).  Deve essere fornita relativa interpretazione dei risultati ottenuti, tabella di abbondanza semi-quantitativa e grafico di assorbanza o trasmittanza  Previsti su sezione non fornita"|"cad"|"338.26030"|"435.34"|"39.57646"|"57.50425"|"2.87521"|"5,00"|"70,76"|"308.06885"|"70,76"|"308.06885"|"0,66"|""|""
"CAM26_A00.030.313.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Riconoscimento dei pigmenti"|"Esecuzione di un riconoscimento dei pigmenti mediante microscopia ottica (trasmessa e riflessa) e/o microscopia elettronica a  scansione (SEM) per identificare  il tipo e la natura  dei pigmenti presenti.  Deve  essere  fornita  relativa  interpretazione  dei  risultati  e,  se  significativo,  relativa  documentazione fotografica e spettri in fluorescenza X"|"cad"|"270.60825"|"348.27"|"31.66117"|"46.00340"|"2.30017"|"5,00"|"70,76"|"246.45508"|"70,76"|"246.45508"|"0,66"|""|""
"CAM26_A00.030.314.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Analisi microbliologica"|"Esecuzione di un’analisi microbiologica a fresco per il riconoscimento delle sostanze biologiche presenti da parte di biologo esperto. Deve essere fornita relativa interpretazione dei risultati e  documentazione fotografica a colori"|"cad"|"115.00850"|"148.02"|"13.45600"|"19.55145"|"0.97757"|"5,00"|"70,76"|"104.74341"|"70,76"|"104.74341"|"0,66"|""|""
"CAM26_A00.030.315.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Identificazione dell'essenza lignea"|"Identificazione   dell'essenza   lignea:   esecuzione   di   un’analisi   degli   elementi   lignei   per   il riconoscimento della specie legnosa e dello stato di conservazione da parte di biologo esperto.  Deve essere fornita relativa interpretazione dei risultati e documentazione fotografica"|"cad"|"196.19098"|"252.50"|"22.95435"|"33.35247"|"1.66762"|"5,00"|"70,76"|"178.67994"|"70,76"|"178.67994"|"0,66"|""|""
"CAM26_A00.030.316.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Determinazione dendocronologica"|"Determinazione dendrocronologica: esecuzione di un’analisi dendrocronologia mediante prelievo con  “Succhiello  di  Pressler”   da  parte  di  biologo  esperto.  Deve  essere  fornita   relativa  interpretazione dei risultati e documentazione fotografica"|"cad"|"473.56443"|"609.48"|"55.40704"|"80.50595"|"4.02530"|"5,00"|"70,76"|"431.29640"|"70,76"|"431.29640"|"0,66"|""|""
"CAM26_A00.030.317.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Analisi polliniche"|"Esecuzione  di  analisi  polliniche,  da  parte  di  biologo  esperto  di  paleobotanica  e  palinologia, mediante  trattamento  opportuno.  Deve  essere  fornita  relativa  interpretazione  dei  risultati  e  documentazione fotografica"|"cad"|"568.27731"|"731.37"|"66.48845"|"96.60714"|"4.83036"|"5,00"|"70,76"|"517.55567"|"70,76"|"517.55567"|"0,66"|""|""
"CAM26_A00.030.318.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Radiodatazione al radiocarbonio standard"|"Esecuzione di radiodatazione al radiocarbonio o con 14C/12C standard. Deve essere fornita  interpretazione dei risultati con relativi grafici"|"cad"|"879.47679"|"1131.89"|"102.89878"|"149.51105"|"7.47555"|"5,00"|"70,76"|"800.97902"|"70,76"|"800.97902"|"0,66"|""|""
"CAM26_A00.030.319.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Radiodatazione al radiocarbonio di precisione"|"Esecuzione di radiodatazione al radiocarbonio o con 14C/12C di precisione (quantità da utilizzare circa 5 gr) o con spettrometria di massa ad alta risoluzione (AMS) (quantità da utilizzare circa 50  mg). Deve essere fornita interpretazione dei risultati con relativi grafici"|"cad"|"1082.43297"|"1393.09"|"126.64466"|"184.01360"|"9.20068"|"5,00"|"70,76"|"985.82033"|"70,76"|"985.82033"|"0,66"|""|""
"CAM26_A00.030.320.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Disgregazione delle malte aeree"|"Esecuzione di una disgregazione di malte aeree mediante differenti tecniche da definire ad hoc (es. shock termico in azoto liquido, acido cloridico diluito, EDTA a caldo, ecc) con recupero dell'isoluto  mediante  filtraggio  con  carta  Whatman  41  e  verifica  della  buona  riuscita  della disgregazione  stessa  mediante  controllo  macroscopico  allo  stereomicroscopio.  Deve  essere  fornita relativa documentazione fotografica"|"cad"|"230.01701"|"296.03"|"26.91199"|"39.10289"|"1.95514"|"5,00"|"70,76"|"209.48682"|"70,76"|"209.48682"|"0,66"|""|""
"CAM26_A00.030.321.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Analisi granulometrica"|"Analisi  granulometrica  per  via  secca:   esecuzione  di  un  curva   granulometrica  mediante setacciatura per via secca; tale analisi si può applicare anche al materiale sciolto ricavato dalla disgregazione  di  malte.  Deve  essere  fornita  relativa  interpretazione  dei  risultati  ottenuti  con  rispettivi valori statistici e grafici di frequenza e della curva cumulativa"|"cad"|"115.00850"|"148.02"|"13.45600"|"19.55145"|"0.97757"|"5,00"|"70,76"|"104.74341"|"70,76"|"104.74341"|"0,66"|""|""
"CAM26_A00.030.322.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Colorimetria a riflettanza"|"Colorimetria a riflettanza: esecuzione di una  misura colorimetrica a  riflettanza per valutare in modo  oggettivo,  mediante  l'acquisizione  di  coordinate  colorimetriche  di  riferimento,  l'aspetto cromatico e le eventuali variazioni (mediante il calcolo del Delta E di scarto) (Raccomandazioni NorMaL 43/93). Deve essere fornita relativa tabella di coordinate colorimetriche e dei parametri  statistici"|"cad"|"67.65206"|"87.07"|"7.91529"|"11.50085"|"0.57504"|"5,00"|"70,76"|"61.61377"|"70,76"|"61.61377"|"0,66"|""|""
"CAM26_A00.030.323.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Ricostruzione dell'intonaco originale"|"Ricostruzione dell'intonaco originale, comprensivo del rinzaffo e della tinta superficiale, da parte di restauratore specializzato sulla  base delle  indicazioni ricavate  dalle indagini di laboratorio su mattonella o tavoletta-campione. Deve essere fornito il tassello campione (dim. min. 25X25),  relativa composizione dettagliata e documentazione fotografica"|"cad"|"771.23350"|"992.58"|"90.23432"|"131.10970"|"6.55549"|"5,00"|"70,76"|"702.39699"|"70,76"|"702.39699"|"0,66"|""|""
"CAM26_A00.030.324.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Prova di compressione uniassiale semplice"|"Esecuzione di una prova di compressione uniassiale semplice su provini di forma e dimensioni standardizzate.  Si deve fornire  relativa documentazione fotografica ed interpretazione dei dati  ottenuti"|"cad"|"155.59973"|"200.26"|"18.20517"|"26.45195"|"1.32260"|"5,00"|"70,76"|"141.71167"|"70,76"|"141.71167"|"0,66"|""|""
"CAM26_A00.030.325.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Prova di compressione uniassiale a deformazione controllata"|"Esecuzione di una prova di compressione uniassiale a deformazione controllata su provini di forma e dimensioni standardizzate.  Si deve fornire relativa documentazione fotografica, tabella,  grafico ed interpretazione dei dati ottenuti"|"cad"|"405.91236"|"522.41"|"47.49175"|"69.00510"|"3.45026"|"5,00"|"70,76"|"369.68262"|"70,76"|"369.68262"|"0,66"|""|""
"CAM26_A00.030.326.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Prova di trazione"|"Esecuzione di una prova di  trazione diretta su provini di forma e  dimensioni standardizzate. Si deve  fornire  relativa  documentazione  fotografica,  tabella,  grafico  ed  interpretazione  dei  dati  ottenuti"|"cad"|"270.60825"|"348.27"|"31.66117"|"46.00340"|"2.30017"|"5,00"|"70,76"|"246.45508"|"70,76"|"246.45508"|"0,66"|""|""
"CAM26_A00.030.400.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Approntamento di 90 provini"|"Approntamento  di  n.  90  provini  per  le  prove  con  trattamenti  protettivi;  i  provini,  di  forma  e dimensioni standard, del litotipo fondamentale dei paramenti devono essere in numero sufficiente (per la scelta dei suddetti provini si devono eseguire almeno n. 120-130 provini) per la successiva esecuzione delle prove. Deve essere fornita relativa documentazione fotografica e tabella dei pesi  specifici apparenti. Nel caso di provini di malta può essere fornita la formulazione impiegata"|"cad"|"879.47679"|"1131.89"|"102.89878"|"149.51105"|"7.47555"|"5,00"|"70,76"|"800.97902"|"70,76"|"800.97902"|"0,66"|""|""
"CAM26_A00.030.401.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Individuazione del tempo di trattamento"|"Individuazione del tempo di durata del trattamento (norma UNI 10921) mediante il calcolo del coefficiente di protezione (su n. 18 provini) per la scelta del tempo di applicazione  di prodotti protettivi dei provini di ogni litotipo al tempo così selezionato ed attesa per la necessaria polimerizzazione (previsti 3 provini trattati e 3 non trattati per ogni prodotto che dovranno essere sottoposti  ai  differenti  invecchiamenti  artificiali  previsti).  La  metodologia  di  applicazione  deve essere definita ad hoc a seconda del litotipo e del prodotto da testare. Deve essere fornita relativa  documentazione fotografica e tabella dei relativi guadagni di massa"|"cad"|"2300.17008"|"2960.32"|"269.11990"|"391.02891"|"19.55145"|"5,00"|"70,76"|"2094.86821"|"70,76"|"2094.86821"|"0,66"|""|""
"CAM26_A00.030.402.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Approntamento di 24 provini"|"Approntamento  di n. 24 provini per le prove  con trattamenti consolidanti su provini di cava;  i provini, di forma e dimensioni standard, del litotipo fondamentale dei paramenti devono essere in numero sufficiente (per la scelta dei suddetti provini si devono eseguire almeno n. 30-40 provini) per la successiva esecuzione delle prove. Deve essere fornita relativa documentazione fotografica e tabella dei pesi specifici apparenti. Nel caso di provini di malta può essere fornita la formulazione  impiegata"|"cad"|"378.85155"|"487.58"|"44.32563"|"64.40476"|"3.22024"|"5,00"|"70,76"|"345.03712"|"70,76"|"345.03712"|"0,66"|""|""
"CAM26_A00.030.403.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Valutazione del tempo di trattamento"|"Valutazione del tempo di trattamento (su n. 18 provini) per la scelta del tempo di applicazione (non esistendo una norma si esegue sulla falsa riga della UNI 10921) ed applicazione di prodotti consolidanti  dei  provini  di  cava  di  ogni  litotipo  al  tempo  così  selezionato  ed  attesa  per  la necessaria  polimerizzazione  (previsti  3  provini  trattati  e  3  non  trattati  per  ogni  prodotto  che dovranno  essere  sottoposti  ai  differenti  invecchiamenti  artificiali  previsti).  La  metodologia  di applicazione deve essere definita ad hoc a seconda del litotipo e del prodotto da testare. Deve  essere fornita relativa documentazione fotografica e tabella dei relativi guadagni di massa"|"cad"|"1353.04122"|"1741.36"|"158.30582"|"230.01701"|"11.50085"|"5,00"|"70,76"|"1232.27542"|"70,76"|"1232.27542"|"0,66"|""|""
"CAM26_A00.030.404.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Approntamento di 18 provini"|"Approntamento di n. 18 provini (per la scelta dei suddetti provini si devono eseguire almeno n. 40- 50 provini) ed applicazione dei  prodotti consolidanti su provini di ''sabbia consolidata'' per la successiva esecuzione delle prove.  Si tratta di confezionare, in  appositi contenitori di forma e dimensioni standard, delle “sabbie da consolidare” rappresentative del litotipo; tale fase si esegue previa  analisi   modale  in  sezione  sottile  della  granumetria   del  materiale  lapideo  naturale, successiva frantumazione e macinazione e ricostruzione della curva granulometrica in laboratorio. Deve essere fornita relativa documentazione fotografica, tabelle e grafici che attestino le suddette  fasi"|"cad"|"2029.56183"|"2612.05"|"237.45873"|"345.02551"|"17.25128"|"5,00"|"70,76"|"1848.41312"|"70,76"|"1848.41312"|"0,66"|""|""
"CAM26_A00.030.405.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura del guadagno di massa"|"Misura del guadagno di massa  (eseguita su n.  3 provini) per la valutazione della quantità  di  prodotto assorbito"|"cad"|"405.91236"|"522.41"|"47.49175"|"69.00510"|"3.45026"|"5,00"|"70,76"|"369.68262"|"70,76"|"369.68262"|"0,66"|""|""
"CAM26_A00.030.406.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Colorimetria a riflettanza"|"Colorimetria a riflettanza: esecuzione di una misura colorimetrica a riflettanza per valutare in modo oggettivo, mediante l'acquisizione di coordinate colorimetriche di riferimento, l'aspetto cromatico e le  eventuali  variazioni  (mediante  il  calcolo  del  Delta  E  di  scarto)  (Raccomandazioni  NorMaL  43/93). Deve essere fornita relativa tabella di coordinate colorimetriche e dei parametri statistici"|"cad"|"67.65206"|"87.07"|"7.91529"|"11.50085"|"0.57504"|"5,00"|"70,76"|"61.61377"|"70,76"|"61.61377"|"0,66"|""|""
"CAM26_A00.030.407.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura dell'assorbimento di acqua per capillarità"|"Esecuzione della misura dell'assorbimento d'acqua per capillarità su provini trattati e non per la valutazione  dell'idrorepellenza,   del  degrado  o   della  riduzione  di  porosità  data  dai  prodotti consolidanti (Raccomandazioni NorMaL 11/85) (ogni misura viene eseguita su tre provini). Deve essere  fornita  relativa  tabella  dei  dati  ottenuti  e  grafico  di  assorbimento  con  eventuale  interpretazione dei risultati"|"cad"|"216.48660"|"278.62"|"25.32893"|"36.80272"|"1.84014"|"5,00"|"70,76"|"197.16407"|"70,76"|"197.16407"|"0,66"|""|""
"CAM26_A00.030.408.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura dell'assorbimento di acqua per immersione"|"Esecuzione di una misura dell'assorbimento d'acqua per immersione totale su provini trattati e non per la valutazione dell'idrorepellenza, del degrado  o della riduzione di porosità data dai prodotti consolidanti (Raccomandazioni  NorMaL 7/81) (ogni misura viene eseguita su tre provini). Deve essere  fornita  relativa  tabella  dei  dati  ottenuti  e  grafico  di  assorbimento  con  eventuale  interpretazione dei risultati"|"cad"|"202.95619"|"261.20"|"23.74587"|"34.50255"|"1.72513"|"5,00"|"70,76"|"184.84131"|"70,76"|"184.84131"|"0,66"|""|""
"CAM26_A00.030.409.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura dell'indice di asciugamento"|"Esecuzione di un misura dell'indice di asciugamento (drying index) su provini trattati e non per la valutazione della capacità di evapotraspirazione del materiale (Raccomandazioni NorMaL 29/88) partendo da una completa imbibizione (assorbimento d'acqua per immersione totale). Deve essere fornita di relativa tabella dei dati ottenuti e  relativo grafico con eventuale interpretazione dei  risultati"|"ml"|"230.01701"|"296.03"|"26.91199"|"39.10289"|"1.95514"|"5,00"|"70,76"|"209.48682"|"70,76"|"209.48682"|"0,66"|""|""
"CAM26_A00.030.410.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura della permeabilità al vapor acqueo"|"Esecuzione  di   una  misura  della  permeabilità  al  vapor  d'acqua  su  provini  trattati  e  non (Raccomandazioni NorMaL 21/85) (ogni misura viene eseguita su tre provini). Deve essere fornita  tabella riassuntiva dei dati ottenuti con eventuale interpretazione dei risultati"|"cad"|"230.01701"|"296.03"|"26.91199"|"39.10289"|"1.95514"|"5,00"|"70,76"|"209.48682"|"70,76"|"209.48682"|"0,66"|""|""
"CAM26_A00.030.411.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Misura dellìangolo di contatto"|"Misura dell'angolo di contatto: esecuzione della  misura del grado di idrorepellenza superficiale mediante calcolo dell’angolo di contatto su provini trattati e non con cinque misure per ogni provino (Raccomandazioni NorMaL 33/89). Deve essere fornita relativa tabella dei dati ottenuti  con eventuale interpretazione dei risultati"|"cad"|"81.18247"|"104.48"|"9.49835"|"13.80102"|"0.69005"|"5,00"|"70,76"|"73.93652"|"70,76"|"73.93652"|"0,66"|""|""
"CAM26_A00.030.412.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Assorbimento dell'acqua a bassa pressione"|"Assorbimento d'acqua a bassa pressione (metodo della pipetta): esecuzione di  una misura di assorbimento d’acqua a bassa pressione in sito o su provini, di forma regolare, in laboratorio (ogni misura viene eseguita su tre provini) per la  valutazione dell'idrorepellenza, del degrado o della riduzione di porosità data dai prodotti consolidanti (Raccomandazioni NorMaL 44/93). Deve essere fornita relativa tabella dei dati ottenuti e grafico di assorbimento, eventuale interpretazione dei risultati, ubicazione della prova su adeguata base grafica precedentemente fornita. Esclusi oneri  dei trabattelli e/o ponteggi"|"cad"|"270.60825"|"348.27"|"31.66117"|"46.00340"|"2.30017"|"5,00"|"70,76"|"246.45508"|"70,76"|"246.45508"|"0,66"|""|""
"CAM26_A00.030.413.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Porosimetria a mercurio"|"Porosimetria  a  mercurio:  esecuzione  di  una  misurazione  della  porosità  aperta  totale,  della distribuzione  del  volume  dei  pori  in  funzione  del  raggio  e  della  densità  apparente  mediante porosimetro a mercurio per la valutazione della meso, macro e megaporosità (Raccomandazione NorMaL 4/80). Deve essere fornita relativa interpretazione dei risultati, relativi grafici delle curve di  immissione del mercurio e istogrammi di frequenza"|"cad"|"453.26880"|"583.36"|"53.03245"|"77.05570"|"3.85279"|"5,00"|"70,76"|"412.81226"|"70,76"|"412.81226"|"0,66"|""|""
"CAM26_A00.030.414.A"|""|"RESTAURO - ANALISI PRELIMINARI, CONOSCITIVI E DOCUMENTALI"|"ANALISI IN LABORATORIO"|"Esecuzione d'invecchiamento artificiale (mediante cicili di cristalizzazione dei Sali)"|"Esecuzione di un invecchiamento artificiale mediante cicli continui di cristallizzazione dei sali (max 20 cicli) al fine di valutare il miglioramento della resistenza dei provini trattati rispetto a quelli non trattati. Deve essere fornita  dettagliata documentazione fotografica delle fasi più significative, relative osservazioni macroscopiche durante ed  al termine dei cicli d’invecchiamento e tabella  riassuntiva delle misure della perdita di peso (ove rappresentative)"|"cad"|"1961.90977"|"2524.98"|"229.54344"|"333.52466"|"16.67623"|"5,00"|"70,76"|"1786.79935"|"70,76"|"1786.79935"|"0,66"|""|""
